cell,scenario,method,segment,mean,std,count,alpha
E2_N4_snr-10,B,hist,post,0.804957807568785,0.1468915396601155,50,1.0
E2_N4_snr-10,B,hist,pre,0.8577978183970443,0.13057489433604177,50,1.0
E2_N4_snr-10,B,in,all,0.8340350843342571,0.11952419346477813,50,1.0
E2_N4_snr-10,B,in,end,1.269612680986757,1.2597986646666683,50,1.0
E2_N4_snr-10,B,in,post,0.7879374633742634,0.14635152919500677,50,1.0
E2_N4_snr-10,B,in,pre,0.8754045448645152,0.1344356493602054,50,1.0
E2_N4_snr-10,B,legs,all,0.848922951961634,0.12551111860896688,50,0.0
E2_N4_snr-10,B,legs,end,1.482286990746358,1.4387211093884795,50,0.0
E2_N4_snr-10,B,legs,post,0.8459112706686546,0.14229716180040305,50,0.0
E2_N4_snr-10,B,legs,pre,0.8571629671019056,0.15799949825798648,50,0.0
E2_N4_snr-10,B,point,all,1.0017204804814162,0.06043774983908524,50,300.0
E2_N4_snr-10,B,point,end,0.9541074156698359,0.6642835706318049,50,300.0
E2_N4_snr-10,B,point,post,0.7463047964705953,0.0971643340216555,50,300.0
E2_N4_snr-10,B,point,pre,1.2069836401091745,0.06809573349650712,50,300.0
