cell,scenario,segment,pair,n,mean_diff,ci_lo,ci_hi,n_neg,n_pos,rel_mean_diff
E2_N4_snr10,B,pre,cur-legs,50,-0.0006453655542900883,-0.0007153328676815894,-0.0005793205870281373,50,0,-0.0008143462827781299
E2_N8_snr-10,A,all,hist-cur,50,-0.085748599670118,-0.09578080333626737,-0.07608990751876325,50,0,-0.1364235778399036
E2_N8_snr-10,A,all,hist-in,50,0.04456407054207885,0.041730990057595535,0.04742654430798078,0,50,0.0894440389665725
E2_N8_snr-10,A,all,in-cur,50,-0.13031267021219686,-0.14249776286694923,-0.1186188995146456,50,0,-0.2073237437883732
E2_N8_snr-10,A,all,hist-legs,50,-0.12446928082677328,-0.13288063069785513,-0.11630317640162141,50,0,-0.18653581854242882
E2_N8_snr-10,A,all,cur-legs,50,-0.03872068115665527,-0.043931331394247916,-0.033408764031980856,50,0,-0.05802872729801674
E2_N8_snr-10,A,end,hist-cur,50,-0.22599884244202417,-0.30339489232925415,-0.16674011268405992,49,1,-0.20372384378083422
E2_N8_snr-10,A,end,hist-in,50,0.1341611682714795,0.07733466895684413,0.20139935681577836,8,42,0.17907754675082374
E2_N8_snr-10,A,end,in-cur,50,-0.3601600107135037,-0.4956979050832456,-0.2555893719549242,50,0,-0.3246617591748238
E2_N8_snr-10,A,end,hist-legs,50,-0.685343078734285,-0.8972054415526786,-0.5282803516337297,50,0,-0.4368906244899242
E2_N8_snr-10,A,end,cur-legs,50,-0.45934423629226095,-0.5951053344773216,-0.3588627346674729,50,0,-0.29282150280149
E2_N8_snr-10,A,post,hist-cur,50,-0.015419973143326927,-0.02196828143270935,-0.009178730824658943,36,14,-0.026901034473021262
E2_N8_snr-10,A,post,hist-in,50,0.03648237974591127,0.02887807834998294,0.044067375098654965,3,47,0.06998228177220596
E2_N8_snr-10,A,post,in-cur,50,-0.051902352889238196,-0.06065205003156223,-0.04359460125617636,49,1,-0.0905466547397027
E2_N8_snr-10,A,post,hist-legs,50,-0.14510298386358145,-0.16017007674586076,-0.1311176095398362,50,0,-0.2064364596474583
E2_N8_snr-10,A,post,cur-legs,50,-0.12968301072025454,-0.14012876956778517,-0.11956476125643886,50,0,-0.18449862915763168
E2_N8_snr-10,A,pre,hist-cur,50,-0.14739468144847673,-0.16263070700394958,-0.13225018903405175,50,0,-0.21516109913401824
E2_N8_snr-10,A,pre,hist-in,50,0.05059298652901548,0.04492471848038651,0.05635553855085526,2,48,0.10387515794383086
E2_N8_snr-10,A,pre,in-cur,50,-0.19798766797749223,-0.21336850293183496,-0.1822534500300753,50,0,-0.28901479916634093
E2_N8_snr-10,A,pre,hist-legs,50,-0.11743316319262126,-0.1309074175012815,-0.10336176065142268,49,1,-0.17926487411527536
E2_N8_snr-10,A,pre,cur-legs,50,0.02996151825585548,0.019060457094170938,0.04086500840883768,13,37,0.04573706142640922
E2_N8_snr-10,B,all,hist-cur,50,0.14008754885795638,0.12436158500644474,0.15713910111255747,0,50,0.2928624316344219
E2_N8_snr-10,B,all,hist-in,50,-0.001614426439568587,-0.00294165854033902,-0.0003222641734391371,31,19,-0.002603741157758345
E2_N8_snr-10,B,all,in-cur,50,0.14170197529752493,0.12579875616805894,0.15832050542563536,0,50,0.2962374985596513
E2_N8_snr-10,B,all,hist-legs,50,-0.0396880142791179,-0.044975808440134074,-0.03421205403661339,49,1,-0.060305623234612624
E2_N8_snr-10,B,all,cur-legs,50,-0.17977556313707424,-0.19522622874476186,-0.1656779566467087,50,0,-0.273167543759906
E2_N8_snr-10,B,end,hist-cur,50,0.4098987865719827,0.302199934168899,0.5629925207722243,0,50,0.5916846578447248
E2_N8_snr-10,B,end,hist-in,50,0.006423458375432156,-0.006292196675867289,0.01988451840643964,22,28,0.005859531527647498
E2_N8_snr-10,B,end,in-cur,50,0.4034753281965505,0.2957287804093531,0.5588248620348167,1,49,0.5824124621331135
E2_N8_snr-10,B,end,hist-legs,50,-0.4455152450813216,-0.579783938991109,-0.3545495134395608,50,0,-0.2877671500893356
E2_N8_snr-10,B,end,cur-legs,50,-0.8554140316533042,-1.1237085668031586,-0.6647529533724409,50,0,-0.5525289218562376
E2_N8_snr-10,B,post,hist-cur,50,0.08637297844639029,0.07298371386914247,0.1004191214745884,0,50,0.17608790219576997
E2_N8_snr-10,B,post,hist-in,50,0.019124125288306662,0.01591972432290748,0.02251734221817629,1,49,0.03428740827390793
E2_N8_snr-10,B,post,in-cur,50,0.06724885315808363,0.05225349385017082,0.08295161791057447,4,46,0.13709970051603815
E2_N8_snr-10,B,post,hist-legs,50,-0.10716089067519433,-0.11791271483163122,-0.09684133479599204,50,0,-0.15665778932680752
E2_N8_snr-10,B,post,cur-legs,50,-0.1935338691215846,-0.2132901515466354,-0.17435009670940305,50,0,-0.28292586880737175
E2_N8_snr-10,B,pre,hist-cur,50,0.19006423281526197,0.16975140154433263,0.21139120228319297,0,50,0.4021209064948215
E2_N8_snr-10,B,pre,hist-in,50,-0.01807293714024784,-0.022010960299412657,-0.014225256331390027,47,3,-0.026546944488829743
E2_N8_snr-10,B,pre,in-cur,50,0.20813716995550982,0.18973683078266212,0.227387774706661,0,50,0.44035801064752256
E2_N8_snr-10,B,pre,hist-legs,50,0.010041034085190019,-0.001330868103157015,0.021453631357418023,19,31,0.015384369638623533
E2_N8_snr-10,B,pre,cur-legs,50,-0.18002319873007191,-0.19840529320917455,-0.16324427182914125,50,0,-0.2758225307566414
E2_N8_snr0,A,all,hist-cur,50,-0.007850984453763463,-0.009044926126826872,-0.006734423923691655,50,0,-0.01544207374668451
E2_N8_snr0,A,all,hist-in,50,0.012079236141988008,0.011331760114324286,0.012843357671043363,0,50,0.02472796001052359
E2_N8_snr0,A,all,in-cur,50,-0.019930220595751474,-0.021898720011182014,-0.01822323243701551,50,0,-0.03920068088782859
E2_N8_snr0,A,all,hist-legs,50,-0.008470945478729014,-0.009698881173215615,-0.0073269866496127895,50,0,-0.016641180667399197
E2_N8_snr0,A,all,cur-legs,50,-0.0006199610249655502,-0.0007000111284122186,-0.0005421351734497837,49,1,-0.0012179140391239606
E2_N8_snr0,A,end,hist-cur,50,-0.10376720972249948,-0.13985915261394943,-0.07513669527478768,48,2,-0.12553021634150557
E2_N8_snr0,A,end,hist-in,50,0.02824820887612771,0.0023532975299414495,0.058378118719721143,23,27,0.04066737948525888
E2_N8_snr0,A,end,in-cur,50,-0.13201541859862717,-0.19389807944592852,-0.08738956572182321,50,0,-0.15970289748965716
E2_N8_snr0,A,end,hist-legs,50,-0.11216008369359454,-0.15268776616762775,-0.0820622606515054,49,1,-0.1343195599899499
E2_N8_snr0,A,end,cur-legs,50,-0.008392873971095081,-0.011222634118458377,-0.006326762290530198,50,0,-0.010051054722179889
E2_N8_snr0,A,post,hist-cur,50,-0.012506734519938183,-0.016687068094938605,-0.008621914773880612,39,11,-0.02357989832741435
E2_N8_snr0,A,post,hist-in,50,0.007380166166902173,0.003398302331599827,0.01102339572491115,11,39,0.014456422133661873
E2_N8_snr0,A,post,in-cur,50,-0.019886900686840354,-0.022603167783078727,-0.01742267647653475,50,0,-0.037494287217459864
E2_N8_snr0,A,post,hist-legs,50,-0.015422163700756091,-0.019964115978142103,-0.011332527435997176,45,5,-0.028917627859269292
E2_N8_snr0,A,post,cur-legs,50,-0.002915429180817909,-0.003316723483701994,-0.0025342671226401938,50,0,-0.005466632162438617
E2_N8_snr0,A,pre,hist-cur,50,-0.006745193326138602,-0.010346195558605699,-0.0031280940217101668,37,13,-0.013519157670104493
E2_N8_snr0,A,pre,hist-in,50,0.014782631233074,0.011800108619894393,0.017501110448006608,3,47,0.030964349943276247
E2_N8_snr0,A,pre,in-cur,50,-0.0215278245592126,-0.0237145612290619,-0.01942556080351134,50,0,-0.043147474125393596
E2_N8_snr0,A,pre,hist-legs,50,-0.005351969119511935,-0.009258569052683324,-0.0014718204772391174,35,15,-0.010756803786828749
E2_N8_snr0,A,pre,cur-legs,50,0.001393224206626667,0.0010808898877846713,0.0017298266327489494,3,47,0.0028002103687604783
E2_N8_snr0,B,all,hist-cur,50,0.022670842218021278,0.01973337823824649,0.025880068883662597,0,50,0.0484431483987981
E2_N8_snr0,B,all,hist-in,50,-1.3503802728940806e-05,-2.5568506474505994e-05,-2.515415076905624e-06,30,20,-2.7520983700842247e-05
E2_N8_snr0,B,all,in-cur,50,0.02268434602075022,0.019787426542911726,0.025870148772695556,0,50,0.0484720033797139
E2_N8_snr0,B,all,hist-legs,50,-0.0006450315750646995,-0.0007372484940470842,-0.0005522159744748575,49,1,-0.0013128957333943829
E2_N8_snr0,B,all,cur-legs,50,-0.023315873793085976,-0.026692940660520605,-0.020344470665849556,50,0,-0.04745707405135017
E2_N8_snr0,B,end,hist-cur,50,0.15694401894752,0.10828270858854948,0.23576457009061946,0,50,0.25299528051719855
E2_N8_snr0,B,end,hist-in,50,0.0010361147994484864,0.0002778688434704629,0.0018437237403062018,20,30,0.0013347667737808172
E2_N8_snr0,B,end,in-cur,50,0.15590790414807154,0.10700027239388167,0.23184978894715902,0,50,0.25132505341270384
E2_N8_snr0,B,end,hist-legs,50,-0.006723429524981502,-0.009095996795834702,-0.0048825827294345725,49,1,-0.008575681428050602
E2_N8_snr0,B,end,cur-legs,50,-0.1636674484725015,-0.24323265176038342,-0.11256144781111693,50,0,-0.20875654203364638
E2_N8_snr0,B,post,hist-cur,50,0.0241702846681161,0.02074196358422097,0.028093273575024297,0,50,0.05038531255032469
E2_N8_snr0,B,post,hist-in,50,0.001329118654700759,0.0011277068472573593,0.0015368923006929117,0,50,0.0026447485527526095
E2_N8_snr0,B,post,in-cur,50,0.022841166013415334,0.019382702612871137,0.026713244330568223,0,50,0.047614635259878656
E2_N8_snr0,B,post,hist-legs,50,-0.0012218051178530009,-0.0016044359745085428,-0.0008542997724873936,41,9,-0.002418932165525435
E2_N8_snr0,B,post,cur-legs,50,-0.025392089785969095,-0.029411344445343737,-0.021912119116002687,50,0,-0.05027130909479489
E2_N8_snr0,B,pre,hist-cur,50,0.02351891919179193,0.020176126828551286,0.027472088437072693,0,50,0.05083727217056244
E2_N8_snr0,B,pre,hist-in,50,-0.001243956218073216,-0.0014196854286499545,-0.001067332407743716,50,0,-0.002552258491541223
E2_N8_snr0,B,pre,in-cur,50,0.024762875409865145,0.021429247476045365,0.02841214469362362,0,50,0.05352614321564524
E2_N8_snr0,B,pre,hist-legs,50,-0.0001539175059665504,-0.0005404005417996707,0.00023083868215169613,31,19,-0.0003165045446859474
E2_N8_snr0,B,pre,cur-legs,50,-0.02367283669775848,-0.027683897266126557,-0.020284712004290717,50,0,-0.04867906579825383
E2_N8_snr10,A,all,hist-cur,50,-0.00016854252796859315,-0.0002053381722089336,-0.0001375860743471849,50,0,-0.000344242015721835
E2_N8_snr10,A,all,hist-in,50,0.0019441318866102154,0.0017715319407064656,0.0021269225289933355,0,50,0.003988027624887646
E2_N8_snr10,A,all,in-cur,50,-0.0021126744145788085,-0.0023313520119611895,-0.0019173566830883349,50,0,-0.004315061057907469
E2_N8_snr10,A,all,hist-legs,50,-0.00017384947099190418,-0.00020734231963497185,-0.00014367791569770027,50,0,-0.00035507740607959484
E2_N8_snr10,A,all,cur-legs,50,-5.306943023311028e-06,-1.3366096122008563e-05,2.5254183932713344e-06,27,23,-1.083912163884142e-05
E2_N8_snr10,A,end,hist-cur,50,-0.00539146601416312,-0.007663673438949932,-0.003174287738489872,43,7,-0.007637138113367053
E2_N8_snr10,A,end,hist-in,50,0.011430069514735937,0.0032453952755483973,0.02301040787927022,17,33,0.01658617878346115
E2_N8_snr10,A,end,in-cur,50,-0.016821535528899055,-0.029537620644453148,-0.007871881147756967,44,6,-0.023828099773908016
E2_N8_snr10,A,end,hist-legs,50,-0.007026019609359799,-0.009552007778427112,-0.004498773172154628,44,6,-0.009929530961455418
E2_N8_snr10,A,end,cur-legs,50,-0.0016345535951966784,-0.0021776164324904426,-0.001158645905868041,50,0,-0.0023100349036945782
E2_N8_snr10,A,post,hist-cur,50,-0.00033328097576179274,-0.0009311324644349338,0.00021781227599019677,21,29,-0.0006521925513226699
E2_N8_snr10,A,post,hist-in,50,0.0014069847458120493,0.0006734288668372702,0.002078463839008749,12,38,0.002762715811106644
E2_N8_snr10,A,post,in-cur,50,-0.001740265721573842,-0.0022132166870430874,-0.0013122316468986023,44,6,-0.0034054999339171587
E2_N8_snr10,A,post,hist-legs,50,-0.0010900688240754702,-0.0017649046635620216,-0.0004840947023851521,31,19,-0.002129984966024314
E2_N8_snr10,A,post,cur-legs,50,-0.0007567878483136775,-0.0008796052330542023,-0.0006394413645107032,50,0,-0.0014787568489037168
E2_N8_snr10,A,pre,hist-cur,50,-0.00041291683288889494,-0.0009324769224403108,8.448570913427004e-05,31,19,-0.0008617984092448437
E2_N8_snr10,A,pre,hist-in,50,0.002219838097148281,0.0016751400477478236,0.002747596911680466,3,47,0.004658620697611366
E2_N8_snr10,A,pre,in-cur,50,-0.002632754930037176,-0.0030067751368904557,-0.0022730293136216106,50,0,-0.005494820820850528
E2_N8_snr10,A,pre,hist-legs,50,0.0002548382408805561,-0.0002623603593305816,0.0007678402534516076,21,29,0.000532614989691089
E2_N8_snr10,A,pre,cur-legs,50,0.000667755073769451,0.0005714299475612913,0.0007704021614928632,0,50,0.0013956161387041843
E2_N8_snr10,B,all,hist-cur,50,0.002462913816598645,0.0021014355551034654,0.0028806038834806777,0,50,0.005274719164352941
E2_N8_snr10,B,all,hist-in,50,-1.557935528212484e-06,-2.9928058943531343e-06,-2.5479358133399794e-07,30,20,-3.319047026530989e-06
E2_N8_snr10,B,all,in-cur,50,0.0024644717521268575,0.0021041519986380298,0.0028675586927902957,0,50,0.005278055729494646
E2_N8_snr10,B,all,hist-legs,50,-9.933445247908844e-07,-8.851134593710355e-06,6.791987593300482e-06,27,23,-2.116237223716454e-06
E2_N8_snr10,B,all,cur-legs,50,-0.0024639071611234358,-0.0028765963058845945,-0.0021144001680750233,50,0,-0.005249147622018281
E2_N8_snr10,B,end,hist-cur,50,0.023117278241315865,0.012697817787606064,0.04067557078483357,0,50,0.037911403756314785
E2_N8_snr10,B,end,hist-in,50,0.00042035224790095473,9.07917902446304e-05,0.0007548350030455351,21,29,0.0006646221356641027
E2_N8_snr10,B,end,in-cur,50,0.022696925993414913,0.012482533145792174,0.04103536660470204,0,50,0.03722204302692035
E2_N8_snr10,B,end,hist-legs,50,-0.0008644046859713827,-0.0013792212547847898,-0.00043842201383429054,39,11,-0.0013639461852073468
E2_N8_snr10,B,end,cur-legs,50,-0.023981682927287248,-0.042762176906654535,-0.013605891019613663,50,0,-0.03784075384409531
E2_N8_snr10,B,post,hist-cur,50,0.0025572641180455127,0.0021285542201279453,0.0030668533190650925,0,50,0.005340979977893487
E2_N8_snr10,B,post,hist-in,50,0.00047890222895384304,0.00040969583738877937,0.0005498024075391627,0,50,0.0009958894500255156
E2_N8_snr10,B,post,in-cur,50,0.0020783618890916696,0.0016136019082913966,0.00261280785739332,0,50,0.004340767603206924
E2_N8_snr10,B,post,hist-legs,50,-0.00012370232556599192,-0.00026196161731145397,1.1652085344642316e-05,27,23,-0.00025692019926898624
E2_N8_snr10,B,post,cur-legs,50,-0.002680966443611504,-0.003161392626751472,-0.00226613549987638,50,0,-0.00556816074212509
E2_N8_snr10,B,pre,hist-cur,50,0.002663594551680246,0.002213238351053326,0.0032183555320876114,0,50,0.005771046383063608
E2_N8_snr10,B,pre,hist-in,50,-0.0004416142263045222,-0.0005040930679334045,-0.00038194622774447587,50,0,-0.0009504240404012861
E2_N8_snr10,B,pre,in-cur,50,0.003105208777984768,0.002687048238278949,0.0035997613935355825,0,50,0.00672786474786183
E2_N8_snr10,B,pre,hist-legs,50,0.00012789580101978725,-7.860012318068375e-06,0.00026647306387607314,23,27,0.0002755898857037357
E2_N8_snr10,B,pre,cur-legs,50,-0.002535698750660459,-0.0030239496502856814,-0.002117460210374044,50,0,-0.005463923938875095
