cell,scenario,segment,pair,n,mean_diff,ci_lo,ci_hi,n_neg,n_pos,rel_mean_diff
E1_a1_N16,A,pre,hist-in,50,-1.4474307243632634e-05,-8.9534085255025e-05,6.318969583798571e-05,27,23,-4.905647579993215e-05
E1_a1_N16,A,pre,in-cur,50,-0.05409016616356376,-0.05900845530996533,-0.04944004915890114,50,0,-0.1549221732715954
E1_a1_N16,A,pre,hist-legs,50,-0.07594895424608468,-0.07996672661156685,-0.07207401966660165,50,0,-0.20472054361907144
E1_a1_N16,A,pre,cur-legs,50,-0.02184431377527728,-0.028342393682473016,-0.015234453876730416,41,9,-0.05888138731404422
E1_a1_N4,A,all,hist-cur,50,-0.026415812702204243,-0.030607575077538335,-0.022594496439067562,50,0,-0.07414825577893241
E1_a1_N4,A,all,hist-in,50,-0.0002262899325556944,-0.0004841571724071441,2.644038849042177e-05,35,15,-0.0006855875110575783
E1_a1_N4,A,all,in-cur,50,-0.026189522769648556,-0.030224520841114797,-0.022347634867071264,50,0,-0.07351306790913288
E1_a1_N4,A,all,hist-legs,50,-0.08889731641197496,-0.09549067365061031,-0.08250902233782435,50,0,-0.2122980808352354
E1_a1_N4,A,all,cur-legs,50,-0.062481503709770736,-0.07072139704187545,-0.05384533270428038,49,1,-0.149213765506842
E1_a1_N4,A,end,hist-cur,50,-0.00023498990546692077,-0.001341848416930254,0.0008428507776528897,26,24,-0.0006110744857932191
E1_a1_N4,A,end,hist-in,50,-0.00044921729795398935,-0.0009537757305561098,2.6393201367214688e-05,31,19,-0.001167507139268487
E1_a1_N4,A,end,in-cur,50,0.00021422739248706856,-0.0010046627670458838,0.0014102771480710614,26,24,0.0005570830519155446
E1_a1_N4,A,end,hist-legs,50,-0.10427196575211349,-0.11883938685674546,-0.09116730717715418,50,0,-0.21341449452797936
