cell,scenario,segment,pair,n,mean_diff,ci_lo,ci_hi,n_neg,n_pos,rel_mean_diff
R3_tau_shift,A,all,in-cur,50,-0.00032869642688937244,-0.0006290872541937199,2.325667397454408e-05,33,17,-0.0038170950792723478
R3_tau_shift,A,all,hist-legs,50,-0.0007219288325267819,-0.0010458402640677953,-0.0003601488880466146,41,9,-0.008345346553159697
R3_tau_shift,A,all,cur-legs,50,-0.000395084239473095,-0.0004749508596194508,-0.0003116172341329265,46,4,-0.004567091308092613
R3_tau_shift,A,post,hist-cur,50,0.0033638527676538178,0.0027559591842341996,0.004031427887736726,1,49,0.03905947659578378
R3_tau_shift,A,post,hist-in,50,1.8517646933043086e-06,-7.153747259888415e-06,1.0876615572959238e-05,24,26,2.0693970199951424e-05
R3_tau_shift,A,post,in-cur,50,0.003362001002960513,0.0027751003739257193,0.003980963238209888,1,49,0.03903797477489716
R3_tau_shift,A,post,hist-legs,50,0.0019220340195817102,0.0013111001476862946,0.0025710023465376325,12,38,0.021950269958620636
R3_tau_shift,A,post,cur-legs,50,-0.0014418187480721067,-0.0016130267442749358,-0.0012840221406784688,50,0,-0.016466051292094594
R3_tau_shift,A,pre,hist-cur,50,-0.0042925860079394695,-0.004914080530498115,-0.003648331551548078,48,2,-0.046647246076121404
R3_tau_shift,A,pre,hist-in,50,4.001068507944461e-07,-4.242359244568079e-06,5.1511535909500825e-06,21,29,4.560698330034397e-06
R3_tau_shift,A,pre,in-cur,50,-0.004292986114790263,-0.004923131178472578,-0.003672853886386547,48,2,-0.04665159401060453
R3_tau_shift,A,pre,hist-legs,50,-0.0036786537795067587,-0.004240744730052282,-0.0031063771932378914,48,2,-0.040244176929885106
R3_tau_shift,A,pre,cur-legs,50,0.0006139322284327104,0.00043663223863902554,0.0007954520276691944,8,42,0.006716369276620924
R3_tau_shift,B,all,hist-cur,50,0.0011597743197152587,0.0007571710127840777,0.001518084586340579,5,45,0.018721870690509467
R3_tau_shift,B,all,hist-in,50,5.604180575352613e-08,-6.002670746367497e-07,7.126895867569928e-07,23,27,8.880402067660181e-07
R3_tau_shift,B,all,in-cur,50,0.0011597182779095052,0.0007340423756189615,0.0015244470419429107,5,45,0.018720966025332162
R3_tau_shift,B,all,hist-legs,50,-0.000488529889765299,-0.0006057037475433942,-0.0003776706330257142,45,5,-0.0076817863860181605
R3_tau_shift,B,all,cur-legs,50,-0.0016483042094805579,-0.0020500409146045344,-0.0011915790180267174,44,6,-0.025918415846545754
R3_tau_shift,B,post,hist-cur,50,0.0006796224227205379,0.0002451946123608476,0.0010617045316376214,10,40,0.010826609716678898
R3_tau_shift,B,post,hist-in,50,5.448741820351932e-07,-5.486047168180817e-07,1.6857973437712021e-06,21,29,8.587130749902307e-06
R3_tau_shift,B,post,in-cur,50,0.0006790775485385026,0.0002474626874759836,0.0010618828681778446,10,40,0.010817929690952294
R3_tau_shift,B,post,hist-legs,50,-0.0008464294792964809,-0.0009847825709487336,-0.0007024466121189044,47,3,-0.013163880572154407
R3_tau_shift,B,post,cur-legs,50,-0.0015260519020170189,-0.0020185138435185263,-0.0010156445747822227,41,9,-0.02373353655139482
R3_tau_shift,B,pre,hist-cur,50,0.0016693526775671296,0.0012016322617324662,0.0020790856420604843,3,47,0.025675537651110646
R3_tau_shift,B,pre,hist-in,50,-3.6770076620173955e-07,-9.012492081078953e-07,1.175156855703248e-07,27,23,-5.5138327805290055e-06
R3_tau_shift,B,pre,in-cur,50,0.0016697203783333316,0.0012024811308653837,0.002061132488322456,3,47,0.02568119308569546
R3_tau_shift,B,pre,hist-legs,50,-0.00020344614860155888,-0.00040969645616722826,4.189317858359568e-06,29,21,-0.003041501279174988
R3_tau_shift,B,pre,cur-legs,50,-0.001872798826168689,-0.00228844450228344,-0.0014190143472094438,46,4,-0.027998170840702944
d3_theta45,A,all,hist-cur,50,-0.001059089487838574,-0.0012207979836335542,-0.0008900838366731344,47,3,-0.013204223350548877
d3_theta45,A,all,hist-in,50,5.466845829222577e-06,5.992930308354184e-07,1.040142194570165e-05,22,28,6.907481757503793e-05
d3_theta45,A,all,in-cur,50,-0.0010645563336677967,-0.001226004332907694,-0.0008960264848871281,47,3,-0.013272381380801251
d3_theta45,A,all,hist-legs,50,-0.001636968178740192,-0.001813058942432632,-0.0014363174451002038,48,2,-0.020262950845703977
d3_theta45,A,all,cur-legs,50,-0.0005778786909016181,-0.0006393116696427447,-0.0005131597637630978,50,0,-0.0071531796772805216
d3_theta45,A,post,hist-cur,50,-0.0002499462227672476,-0.0004803329139851374,-5.7335464114439276e-06,32,18,-0.003070428650493092
d3_theta45,A,post,hist-in,50,7.875039317241928e-06,-1.0907950182143642e-07,1.626413219792761e-05,18,32,9.70471596693847e-05
d3_theta45,A,post,in-cur,50,-0.00025782126208448956,-0.0004905230709528898,-1.4259349036342013e-05,32,18,-0.003167168445460651
d3_theta45,A,post,hist-legs,50,-0.001684737487786098,-0.0019343907320871082,-0.001435396754822226,49,1,-0.02033745923245351
d3_theta45,A,post,cur-legs,50,-0.0014347912650188501,-0.0015290065955231068,-0.0013480599997370397,50,0,-0.017320211054213865
d3_theta45,A,pre,hist-cur,50,-0.0019252706248315545,-0.0021123949001577427,-0.001740465409413647,50,0,-0.023430760385031762
d3_theta45,A,pre,hist-in,50,3.083046439511239e-06,-7.474612352021144e-06,1.385694262372074e-05,24,26,3.842273810282936e-05
d3_theta45,A,pre,in-cur,50,-0.001928353671271066,-0.002112188723784561,-0.0017447667350445663,50,0,-0.02346828140750435
d3_theta45,A,pre,hist-legs,50,-0.0016781421151562514,-0.001895370659426175,-0.0014687710610829512,49,1,-0.020484788259753636
d3_theta45,A,pre,cur-legs,50,0.00024712850967530315,0.00010281990692142776,0.0003907272045827786,20,30,0.003016654637247875
d3_theta45,B,all,hist-cur,50,0.0013309852995186061,0.0011080226566435839,0.0015351016027299327,2,48,0.021752288343889835
d3_theta45,B,all,hist-in,50,-1.7357762632966288e-07,-6.288800091601432e-07,2.8780608681654185e-07,26,24,-2.7763781191192107e-06
d3_theta45,B,all,in-cur,50,0.0013311588771449357,0.001095174153420429,0.001534302988267847,2,48,0.02175512512246232
d3_theta45,B,all,hist-legs,50,-0.0007388882020913607,-0.00080059972061689,-0.0006797417792261883,50,0,-0.011680519574634588
d3_theta45,B,all,cur-legs,50,-0.002069873501609967,-0.0022778317921803852,-0.0018331805392091298,48,2,-0.03272105019966639
d3_theta45,B,post,hist-cur,50,0.0010809438372135199,0.0008421509882413614,0.0013204410255359313,4,46,0.017245670892784174
d3_theta45,B,post,hist-in,50,1.4919210319555564e-07,-3.5806096345606177e-07,6.397612675130178e-07,25,25,2.339903604493713e-06
d3_theta45,B,post,in-cur,50,0.0010807946451103243,0.0008329827953823018,0.0013083892713758284,4,46,0.017243290641541755
d3_theta45,B,post,hist-legs,50,-0.0010785275613830443,-0.0011626220715884774,-0.001000061257646736,50,0,-0.016634032126667107
d3_theta45,B,post,cur-legs,50,-0.0021594713985965642,-0.002449555072754077,-0.0018714249243704359,48,2,-0.03330533025489979
d3_theta45,B,pre,hist-cur,50,0.001616444175011859,0.0013622775994222799,0.001854571070512196,3,47,0.026002924172798376
d3_theta45,B,pre,hist-in,50,-5.326674413083654e-07,-1.2006396168820905e-06,8.37951128489119e-08,28,22,-8.351517687708509e-06
d3_theta45,B,pre,in-cur,50,0.0016169768424531678,0.0013602660980533963,0.0018561766390040907,3,47,0.026011492925929348
d3_theta45,B,pre,hist-legs,50,-0.0004543553676598734,-0.0005757288750043985,-0.0003340555524112056,41,9,-0.007073359098461026
d3_theta45,B,pre,cur-legs,50,-0.0020707995426717325,-0.0023221681221983668,-0.001811242435123103,48,2,-0.03223800097638779
frac0.1,A,all,hist-cur,50,-0.0008600013967268614,-0.0011028681460921962,-0.0006135740445505684,41,9,-0.012599004775052406
frac0.1,A,all,hist-in,50,1.650496400508461e-06,-6.767100718159184e-07,3.89889655789646e-06,22,28,2.448886968191224e-05
frac0.1,A,all,in-cur,50,-0.00086165189312737,-0.0010892277654274616,-0.0006070642443229548,41,9,-0.012623184517213707
frac0.1,A,all,hist-legs,50,-0.0017544789789178136,-0.0020303604676691943,-0.0014632684635433632,48,2,-0.025370626314728556
frac0.1,A,all,cur-legs,50,-0.0008944775821909522,-0.0009671591073308377,-0.0008175614849444143,49,1,-0.012934584430681625
frac0.1,A,post,hist-cur,50,-0.0006306050613913101,-0.000904491936683029,-0.00033585486851154156,37,13,-0.0091214626582536
frac0.1,A,post,hist-in,50,5.830206955041717e-07,-3.0621579063318837e-06,4.4971580197887556e-06,26,24,8.510876296099436e-06
frac0.1,A,post,in-cur,50,-0.0006311880820868143,-0.0009062093310532906,-0.0003327139165410706,37,13,-0.009129895831135684
frac0.1,A,post,hist-legs,50,-0.0018038075430067205,-0.0021763059601241164,-0.0014153636379810053,46,4,-0.025656010225764133
frac0.1,A,post,cur-legs,50,-0.0011732024816154102,-0.001288984621616492,-0.001055829502488994,50,0,-0.016686755181788637
frac0.1,A,pre,hist-cur,50,-0.0011642407666024282,-0.0014337182027528766,-0.0008795505436031109,42,8,-0.016362836833558374
frac0.1,A,pre,hist-in,50,2.5255587584163685e-06,-4.597186258264857e-07,5.566235305964936e-06,21,29,3.608726909606319e-05
frac0.1,A,pre,in-cur,50,-0.0011667663253608447,-0.0014439298520598479,-0.0008825411662078185,42,8,-0.01639833233162286
frac0.1,A,pre,hist-legs,50,-0.001839981687817353,-0.0021965736355859717,-0.0014714031643654403,45,5,-0.025616758582746244
frac0.1,A,pre,cur-legs,50,-0.0006757409212149247,-0.0008111408915620494,-0.0005470266180100947,48,2,-0.009407861044410347
frac0.1,B,all,hist-cur,50,0.0010301997137819236,0.0008452136659031832,0.0012325221926974884,2,48,0.016623764267894466
frac0.1,B,all,hist-in,50,4.179164003520475e-07,-5.562801367453642e-07,1.4342858144124792e-06,24,26,6.633458017842124e-06
frac0.1,B,all,in-cur,50,0.0010297817973815716,0.0008445188976627146,0.0012267668871026145,2,48,0.016617020581568213
frac0.1,B,all,hist-legs,50,-0.0008837624027126318,-0.0012406998425206848,-0.0004988605408693008,37,13,-0.013833543420486169
frac0.1,B,all,cur-legs,50,-0.0019139621164945553,-0.0022005215624869927,-0.0015883722199365885,48,2,-0.02995927181607247
frac0.1,B,post,hist-cur,50,4.124243340345876e-05,2.8234897428800385e-05,5.484432614246656e-05,10,40,0.00065186466882442
frac0.1,B,post,hist-in,50,1.1070876279482833e-06,-3.147248257286649e-07,2.492313319356721e-06,20,30,1.7487178535258186e-05
frac0.1,B,post,in-cur,50,4.013534577551048e-05,2.6974191399992487e-05,5.373848731003917e-05,10,40,0.0006343663970107206
frac0.1,B,post,hist-legs,50,-0.001883883022667774,-0.0022640192773141017,-0.0014850053592740415,46,4,-0.028896781744955517
frac0.1,B,post,cur-legs,50,-0.0019251254560712328,-0.0023185902003324548,-0.0015052078107373797,47,3,-0.029529397243025533
frac0.1,B,pre,hist-cur,50,0.0019877378050456866,0.0016614748593339688,0.0023211474277356962,2,48,0.031050396196565973
frac0.1,B,pre,hist-in,50,-4.3005805050441717e-07,-1.7147170303383785e-06,8.379915488364101e-07,29,21,-6.515569881517715e-06
frac0.1,B,pre,in-cur,50,0.001988167863096191,0.001668397796379048,0.002321570628399014,2,48,0.03105711412124487
frac0.1,B,pre,hist-legs,50,-8.102631178538114e-05,-0.0006002047780778592,0.0004534562271936062,31,19,-0.0012260873623050064
frac0.1,B,pre,cur-legs,50,-0.002068764116831068,-0.0024429900698114855,-0.0016732240468726627,47,3,-0.03130446744207214
frac0.25,A,all,hist-cur,50,-0.0007675096720154786,-0.0010966419025105274,-0.0003840085001969377,39,11,-0.010104298171493171
frac0.25,A,all,hist-in,50,-4.6105547218261433e-07,-5.107472422206653e-06,4.303365848143282e-06,28,22,-6.1317349788424e-06
frac0.25,A,all,in-cur,50,-0.000767048616543296,-0.0010910830349934978,-0.00037366751030758465,39,11,-0.010098228356174365
frac0.25,A,all,hist-legs,50,-0.0013780206856000147,-0.0017414645448354377,-0.0009150819213842485,43,7,-0.017997052602153642
frac0.25,A,all,cur-legs,50,-0.0006105110135845359,-0.0006990564148782524,-0.0005202731718946742,47,3,-0.007973319225531742
frac0.25,A,post,hist-cur,50,-0.00017722381865833275,-0.0005365991036369782,0.00023208722604022743,34,16,-0.0022895638417598516
frac0.25,A,post,hist-in,50,-5.917037818830989e-06,-1.2898635320536938e-05,1.0344779024628312e-06,29,21,-7.661207485214684e-05
frac0.25,A,post,in-cur,50,-0.00017130678083950176,-0.0005262357213589056,0.00022651238984076636,34,16,-0.0022131213187238314
frac0.25,A,post,hist-legs,50,-0.0014937662847768168,-0.001895364586974645,-0.0010630452840376915,43,7,-0.01897530415217912
frac0.25,A,post,cur-legs,50,-0.0013165424661184843,-0.0014267307587276863,-0.0012079859381865325,50,0,-0.016724031047193392
frac0.25,A,pre,hist-cur,50,-0.0013900669816826671,-0.001757194562064831,-0.0009629351436387639,44,6,-0.01787099092393912
frac0.25,A,pre,hist-in,50,3.84217515307178e-06,-3.4439761326988947e-06,1.0978725364761224e-05,22,28,5.029714916628922e-05
frac0.25,A,pre,in-cur,50,-0.0013939091568357389,-0.0017707372520866743,-0.0009558122337207245,44,6,-0.017920386728740995
frac0.25,A,pre,hist-legs,50,-0.0013313714446442143,-0.0017498897049762414,-0.0008201865952097878,43,7,-0.01712931467882767
frac0.25,A,pre,cur-legs,50,5.8695537038452736e-05,-0.00010737274804739516,0.00023452948339784175,25,25,0.00075517191556044
frac0.25,B,all,hist-cur,50,0.000899905596676891,0.00044880597187948627,0.001259738212232599,11,39,0.01444621496372285
frac0.25,B,all,hist-in,50,-1.3618585987557054e-07,-6.269388051758293e-07,3.0475045092811387e-07,23,27,-2.155059054446155e-06
frac0.25,B,all,in-cur,50,0.0009000417825367667,0.0004569189455072311,0.0012813297668095864,11,39,0.01444840115993504
frac0.25,B,all,hist-legs,50,-0.0007047543834450929,-0.0008072961844472045,-0.0005952633791928172,47,3,-0.011029334036078885
frac0.25,B,all,cur-legs,50,-0.001604659980121984,-0.0020415505678972384,-0.001087240348605437,43,7,-0.025112764603998996
frac0.25,B,post,hist-cur,50,0.0007098864446290739,0.0002812189662812159,0.0011095434385769494,12,38,0.011099432921461582
frac0.25,B,post,hist-in,50,6.184581158477642e-07,-6.07265964658564e-08,1.2954013486903282e-06,20,30,9.563844082383682e-06
frac0.25,B,post,in-cur,50,0.0007092679865132261,0.00027813665741273775,0.0011061841225688631,12,38,0.011089763016614795
frac0.25,B,post,hist-legs,50,-0.001002524270873151,-0.0011150348300893826,-0.000881934520609619,49,1,-0.015266228852930165
frac0.25,B,post,cur-legs,50,-0.0017124107155022247,-0.002195109105030376,-0.0012056772399857804,41,9,-0.026076230404176014
frac0.25,B,pre,hist-cur,50,0.0011266179525942384,0.0006542666752081486,0.001524629402920841,8,42,0.017814318462078094
frac0.25,B,pre,hist-in,50,-8.370584666055058e-07,-1.5952713072956981e-06,-1.8544413884392929e-07,30,20,-1.3003915363021474e-05
frac0.25,B,pre,in-cur,50,0.001127455011060844,0.000658247101059781,0.001532144318622185,8,42,0.01782755420544713
frac0.25,B,pre,hist-legs,50,-0.00046810454881851803,-0.0006583632996278929,-0.0002669132369627211,39,11,-0.007219714006811037
frac0.25,B,pre,cur-legs,50,-0.0015947225014127564,-0.0020710626983181293,-0.001037369317976131,43,7,-0.02459587374121015
frac1.0,A,all,hist-cur,50,-0.0009270313617637863,-0.0011579850904905465,-0.0006538572751385402,45,5,-0.008873505884536349
frac1.0,A,all,hist-in,50,1.2671858401695212e-05,4.408754176244034e-06,2.099237527142143e-05,19,31,0.00012239542738488244
frac1.0,A,all,in-cur,50,-0.0009397032201654815,-0.001167876516215331,-0.0006652610066976758,46,4,-0.00899480038948332
frac1.0,A,all,hist-legs,50,-0.0011158363053144402,-0.0013647266460869569,-0.0008252403355609123,46,4,-0.010661471237798642
frac1.0,A,all,cur-legs,50,-0.0001888049435506539,-0.00021814826943231108,-0.00015705075950216103,47,3,-0.0018039729175618204
frac1.0,A,post,hist-cur,50,-0.00045578246315882836,-0.0007594881595795447,-0.00012008111725139368,40,10,-0.0041029165595440065
frac1.0,A,post,hist-in,50,2.0271547982870787e-05,5.856449905916592e-06,3.531911952879759e-05,18,32,0.00018326819901234599
frac1.0,A,post,in-cur,50,-0.00047605401114169917,-0.0007697661412743157,-0.0001221298984074149,40,10,-0.004285399381129725
frac1.0,A,post,hist-legs,50,-0.0010940227392210345,-0.001425997706553381,-0.0007102224882043932,45,5,-0.009792044385870948
frac1.0,A,post,cur-legs,50,-0.0006382402760622061,-0.0007065327431029634,-0.0005733624558316009,50,0,-0.005712566007998646
frac1.0,A,pre,hist-cur,50,-0.0014882110437465512,-0.0017385549769652242,-0.0012082329959996788,46,4,-0.0145982845822373
frac1.0,A,pre,hist-in,50,3.243337499241328e-06,-1.4602247653357753e-05,2.1037059308413438e-05,20,30,3.2287182902029206e-05
frac1.0,A,pre,in-cur,50,-0.0014914543812457924,-0.0017569532418174434,-0.0011992359408611963,46,4,-0.01463009940044411
frac1.0,A,pre,hist-legs,50,-0.0012306404349031342,-0.0015149564784109751,-0.0009308106528314651,44,6,-0.012102278778736372
frac1.0,A,pre,cur-legs,50,0.0002575706088434171,0.0001714633787706025,0.00034000457382025523,11,39,0.0025329830103276696
frac1.0,B,all,hist-cur,50,0.0015498210903106763,0.001080587471418316,0.0019504532564061144,3,47,0.024911100512641924
frac1.0,B,all,hist-in,50,7.212448907431557e-08,-2.3924398232982866e-07,3.665379913484028e-07,21,29,1.1311192447648923e-06
frac1.0,B,all,in-cur,50,0.0015497489658216018,0.0010738912683853745,0.001959382340274618,3,47,0.02490994121728326
frac1.0,B,all,hist-legs,50,-0.0002655017356167122,-0.00030607307750843627,-0.00022666036257885003,49,1,-0.004146559895724685
frac1.0,B,all,cur-legs,50,-0.0018153228259273882,-0.00220480484141659,-0.0013469106282425723,47,3,-0.028351395934566904
frac1.0,B,post,hist-cur,50,0.0013667326407227265,0.0008263778289773526,0.0018476514557786488,5,45,0.020951498028181602
frac1.0,B,post,hist-in,50,1.1092060715907348e-06,4.3200400062750123e-07,1.8742768869929907e-06,12,38,1.6655047455830968e-05
frac1.0,B,post,in-cur,50,0.0013656234346511357,0.000809861940795421,0.0018397040958158114,5,45,0.02093449431572948
frac1.0,B,post,hist-legs,50,-0.0003636340960542715,-0.0004074234759242389,-0.0003232383876484229,50,0,-0.005430329873187126
frac1.0,B,post,cur-legs,50,-0.0017303667367769978,-0.0022335669109763475,-0.0011540535395275194,46,4,-0.02584043213837422
frac1.0,B,pre,hist-cur,50,0.0018195636757072787,0.0013394453751742917,0.002216192245160138,3,47,0.029479220174499096
frac1.0,B,pre,hist-in,50,-9.202037903219273e-07,-1.4552098094516888e-06,-4.294077473887478e-07,34,16,-1.4481344197318766e-05
frac1.0,B,pre,in-cur,50,0.0018204838794976003,0.001350368609451965,0.002227579245995091,3,47,0.02949412863332495
frac1.0,B,pre,hist-legs,50,-0.00019089317676301926,-0.00026937780153220807,-0.00011492133813728699,40,10,-0.0029951516963703014
frac1.0,B,pre,cur-legs,50,-0.002010456852470298,-0.002416122379413157,-0.0015283657916511804,47,3,-0.03154446562346825
snr-10,A,all,hist-cur,50,-0.10877145026698631,-0.11676839186074219,-0.10025927486420744,50,0,-0.27549324612584497
snr-10,A,all,hist-in,50,0.012987365778041106,0.009175519144717136,0.016483358748514258,7,43,0.0475613459287496
snr-10,A,all,in-cur,50,-0.1217588160450274,-0.1324820237028248,-0.11032423475365913,49,1,-0.3083872780435402
snr-10,A,all,hist-legs,50,-0.34976815589158505,-0.3603457216679406,-0.33824893392253375,50,0,-0.5501046811088592
snr-10,A,all,cur-legs,50,-0.24099670562459874,-0.24911479582740645,-0.23290102787731098,50,0,-0.3790322636946923
snr-10,A,post,hist-cur,50,-0.03981267348371673,-0.04545538151309691,-0.034113076534491145,49,1,-0.12086648136760629
snr-10,A,post,hist-in,50,0.013443463583677158,0.00902333658473183,0.01754206967799619,9,41,0.048683913207187283
snr-10,A,post,in-cur,50,-0.053256137067393884,-0.06178672031418276,-0.04416906635454042,48,2,-0.16167921757878218
snr-10,A,post,hist-legs,50,-0.35287217213498734,-0.37188237267405205,-0.33349789166145555,50,0,-0.5492572848218473
snr-10,A,post,cur-legs,50,-0.3130594986512706,-0.3285380871505874,-0.2973447767260225,50,0,-0.48728753297981237
snr-10,A,pre,hist-cur,50,-0.17163541807988839,-0.18164142211682496,-0.16136698951830367,50,0,-0.3634876584867154
snr-10,A,pre,hist-in,50,0.012863848134143475,0.008816419365665611,0.016707859883163353,7,43,0.04471407801767706
snr-10,A,pre,in-cur,50,-0.18449926621403187,-0.19726683233885872,-0.17058537521717304,50,0,-0.39073057891489954
snr-10,A,pre,hist-legs,50,-0.3689370267899006,-0.38854252313417426,-0.35012755645547583,50,0,-0.5510700181455693
snr-10,A,pre,cur-legs,50,-0.1973016087100122,-0.21680106299522614,-0.17862568274132454,50,0,-0.2947034133114903
snr-10,B,all,hist-cur,50,0.1250166454668374,0.11353891956934443,0.13571247888277263,1,49,0.47214210170527854
snr-10,B,all,hist-in,50,-0.00014268650312840303,-0.0004848313114675508,0.00019182742665972222,30,20,-0.000365914066827509
snr-10,B,all,in-cur,50,0.1251593319699658,0.11349711197413274,0.13573466203268728,1,49,0.472680976390489
snr-10,B,all,hist-legs,50,-0.24312332429593173,-0.2513250066789752,-0.23460141814948665,50,0,-0.3841259705011374
snr-10,B,all,cur-legs,50,-0.3681399697627692,-0.382058458260755,-0.3536688829512373,50,0,-0.5816477031765783
snr-10,B,post,hist-cur,50,0.060456827730872666,0.05091796446219335,0.06929151340810959,1,49,0.2246331865639328
snr-10,B,post,hist-in,50,-0.00037013680345388987,-0.0008233702276761385,6.818126128504352e-05,29,21,-0.0011217533201204543
snr-10,B,post,in-cur,50,0.060826964534326546,0.05147133808112762,0.06973996582544653,1,49,0.22600846563074986
snr-10,B,post,hist-legs,50,-0.3103265415623927,-0.32583002374414216,-0.29528459133412394,50,0,-0.4849464846091344
snr-10,B,post,cur-legs,50,-0.37078336929326533,-0.3934776989595651,-0.34928078309133437,50,0,-0.579422213082434
snr-10,B,pre,hist-cur,50,0.18545548395020767,0.1731238330227549,0.1977266588226434,0,50,0.668742976324257
snr-10,B,pre,hist-in,50,-5.140288333662424e-05,-0.0003951541183571705,0.00032506952830868005,29,21,-0.00011106298629578457
snr-10,B,pre,in-cur,50,0.18550688683354427,0.17279031672585565,0.19717290811442836,0,50,0.6689283324887768
snr-10,B,pre,hist-legs,50,-0.20306629277890187,-0.22268504554567886,-0.18394506949354417,50,0,-0.30497701557584567
snr-10,B,pre,cur-legs,50,-0.38852177672910954,-0.4109172958908242,-0.36617666730014786,50,0,-0.5835050728093054
snr-5,A,all,hist-cur,50,-0.06259444687845733,-0.06871203866291892,-0.05622696651628556,49,1,-0.21478745842733057
snr-5,A,all,hist-in,50,0.00040315897218221763,4.905414558433539e-05,0.0007675038170945335,23,27,0.0017649322519748317
snr-5,A,all,in-cur,50,-0.06299760585063953,-0.06924355443539644,-0.055908413912038046,49,1,-0.21617086374993583
snr-5,A,all,hist-legs,50,-0.13215212501019313,-0.1397311374504683,-0.12364271017571835,50,0,-0.366089878803043
snr-5,A,all,cur-legs,50,-0.06955767813173586,-0.07378657071522084,-0.06500624995718618,50,0,-0.19268976533751647
snr-5,A,post,hist-cur,50,-0.024464455012628984,-0.02910531111157924,-0.019199599218572384,46,4,-0.09536370553561976
snr-5,A,post,hist-in,50,0.0004409345638775042,-6.404381149086507e-05,0.000971161802507304,19,31,0.0019035909935369482
snr-5,A,post,in-cur,50,-0.02490538957650649,-0.029741176263667794,-0.01964653089397386,46,4,-0.09708249117332902
snr-5,A,post,hist-legs,50,-0.13257548770375055,-0.14229943089220168,-0.12194015580046935,49,1,-0.3635696808925358
snr-5,A,post,cur-legs,50,-0.10811103269112157,-0.11462205650610217,-0.10165105153648021,50,0,-0.29647934423824573
snr-5,A,pre,hist-cur,50,-0.09865430991306762,-0.10643805197698566,-0.09013511855164281,49,1,-0.29096836398417
snr-5,A,pre,hist-in,50,0.000269964650639492,-0.00012268780689871664,0.0006874067844371886,25,25,0.0011242398462657172
snr-5,A,pre,in-cur,50,-0.09892427456370712,-0.10696137931462463,-0.0904277204754357,49,1,-0.29176459045212005
snr-5,A,pre,hist-legs,50,-0.13991222326602887,-0.15016239841809342,-0.12958516418078062,50,0,-0.3678870183653726
snr-5,A,pre,cur-legs,50,-0.04125791335296127,-0.04927216414295245,-0.03331684266890905,47,3,-0.10848409362016864
snr-5,B,all,hist-cur,50,0.06353235629474925,0.05237552115348686,0.07415794457248884,2,48,0.2873163932430027
snr-5,B,all,hist-in,50,2.0006983600745487e-05,-5.976968988656742e-05,0.00010748028381788774,26,24,7.028979633774044e-05
snr-5,B,all,in-cur,50,0.06351234931114852,0.051925763513684796,0.07421175195144089,2,48,0.2872259143956392
snr-5,B,all,hist-legs,50,-0.07130210836359939,-0.07572364075807154,-0.06696020465574232,50,0,-0.20031057156132576
snr-5,B,all,cur-legs,50,-0.13483446465834867,-0.1473199516003634,-0.12055972693686907,49,1,-0.3787934088028666
snr-5,B,post,hist-cur,50,0.029170307439579136,0.018179943010830427,0.039217385651776494,10,40,0.12956614932332639
snr-5,B,post,hist-in,50,-4.713499507772834e-05,-0.0001443707300951121,4.980919159616854e-05,29,21,-0.00018531127978217477
snr-5,B,post,in-cur,50,0.02921744243465687,0.017694733390029117,0.03944747533413907,10,40,0.12977550946885263
snr-5,B,post,hist-legs,50,-0.10558181264637093,-0.11187930080751347,-0.09928720771878191,50,0,-0.2933720815754472
snr-5,B,post,cur-legs,50,-0.13475212008595006,-0.14971494429090715,-0.1195072971250717,49,1,-0.374425376638754
snr-5,B,pre,hist-cur,50,0.0967435015223898,0.08413148427880908,0.10828970768979534,2,48,0.4184215283526964
snr-5,B,pre,hist-in,50,6.613741618601288e-05,-2.9455519131103083e-05,0.00016564798698748512,23,27,0.0002017073486559925
snr-5,B,pre,in-cur,50,0.09667736410620378,0.08406273120824352,0.10844623153394628,2,48,0.4181354800049896
snr-5,B,pre,hist-legs,50,-0.04651177613443822,-0.05518184454438539,-0.0386817518180218,47,3,-0.12420830913566941
snr-5,B,pre,cur-legs,50,-0.14325527765682802,-0.158734300616574,-0.128110724819167,49,1,-0.382558940795658
snr0,A,all,hist-cur,50,-0.022102322646368355,-0.02571955808588387,-0.017894320639089613,49,1,-0.11400594362392677
snr0,A,all,hist-in,50,5.97844046191337e-05,-3.3741453915454954e-05,0.00015745261292432673,22,28,0.0003481752238946878
snr0,A,all,in-cur,50,-0.0221621070509875,-0.025803421412990322,-0.018104476343480797,49,1,-0.11431431743475429
snr0,A,all,hist-legs,50,-0.03718006946153313,-0.04130426866636698,-0.03254217234036978,49,1,-0.17793962883318257
snr0,A,all,cur-legs,50,-0.015077746815164765,-0.016456517956742963,-0.013645793900500282,50,0,-0.07216039966538804
snr0,A,post,hist-cur,50,-0.009448912809485071,-0.012736057012372116,-0.005669705120034067,40,10,-0.05147973607931431
snr0,A,post,hist-in,50,8.269763247322647e-05,-7.114693631633073e-05,0.00023756607948075082,20,30,0.00047523374989207827
snr0,A,post,in-cur,50,-0.009531610441958294,-0.012930215543537573,-0.0057272472879721,40,10,-0.05193029080237537
snr0,A,post,hist-legs,50,-0.03692913893233205,-0.04173589402237827,-0.031667151923514526,49,1,-0.17499765236644152
snr0,A,post,cur-legs,50,-0.027480226122846983,-0.029532261327552538,-0.02547557548520746,50,0,-0.1302216947654538
snr0,A,pre,hist-cur,50,-0.03491953807044745,-0.03924827382070516,-0.03014749352413686,49,1,-0.16196723987750855
