cell,scenario,method,segment,mean,std,count,alpha
R3_drift,A,legs,post,0.07033870767206862,0.01327079818628096,50,0.0
R3_drift,A,legs,pre,0.06506869444847573,0.0071099342937362255,50,0.0
R3_drift,A,point,all,0.20749090418114485,0.03262941361714192,50,3.0
R3_drift,A,point,post,0.21009493251983424,0.049798429742109594,50,3.0
R3_drift,A,point,pre,0.21486087631336434,0.04206849851182081,50,3.0
R3_drift,B,cur,all,0.06195023678037288,0.002416848998883775,50,0.1
R3_drift,B,cur,post,0.06684138786183631,0.01249323400972719,50,0.1
R3_drift,B,cur,pre,0.06173274599133717,0.007134947347317796,50,0.1
R3_drift,B,hist,all,0.06300431763755969,0.0019875999664268657,50,0.03
R3_drift,B,hist,post,0.06774038031043556,0.012653275375532605,50,0.03
R3_drift,B,hist,pre,0.06290774046499961,0.0068338952082594015,50,0.03
R3_drift,B,in,all,0.06300399455721949,0.001987463477012776,50,0.03
R3_drift,B,in,post,0.06773921414253065,0.01265309531681487,50,0.03
R3_drift,B,in,pre,0.06290793313023785,0.006834038839779307,50,0.03
R3_drift,B,legs,all,0.06359898778981617,0.002008997078051268,50,0.0
R3_drift,B,legs,post,0.06882082563533816,0.01288974820998213,50,0.0
R3_drift,B,legs,pre,0.06324013988785195,0.006941521780667167,50,0.0
R3_drift,B,point,all,0.26170340370976153,0.0155005927713616,50,1.0
R3_drift,B,point,post,0.2285918100524085,0.042035288437512176,50,1.0
R3_drift,B,point,pre,0.28788684587422664,0.02650805576682994,50,1.0
R3_many,A,cur,all,0.06738221590103366,0.0029097402544967037,50,0.1
R3_many,A,cur,post,0.08423318257301593,0.030982925977156694,50,0.1
R3_many,A,cur,pre,0.06669801455403788,0.0057272526408788035,50,0.1
R3_many,A,hist,all,0.06636787172367127,0.0028242449113701365,50,0.1
R3_many,A,hist,post,0.08454587749577115,0.031043590513004225,50,0.1
R3_many,A,hist,pre,0.06521199209226795,0.005694159504132135,50,0.1
R3_many,A,in,all,0.06636673363169024,0.002823728926251119,50,0.1
R3_many,A,in,post,0.08454555362542823,0.031042726145288715,50,0.1
R3_many,A,in,pre,0.06520998472667904,0.005692423217283963,50,0.1
R3_many,A,legs,all,0.06832739129094433,0.0028087828969763757,50,0.0
R3_many,A,legs,post,0.08819625109340523,0.032432293908827146,50,0.0
R3_many,A,legs,pre,0.06689940796417336,0.006312261148472971,50,0.0
R3_many,A,point,all,0.19572831665165485,0.021680634399718127,50,3.0
R3_many,A,point,post,0.2165984653587582,0.07657240180495659,50,3.0
R3_many,A,point,pre,0.19790288179686732,0.02262589288808377,50,3.0
R3_many,B,cur,all,0.0616183047379264,0.0021891702835800785,50,0.1
R3_many,B,cur,post,0.08167407699071516,0.030429941172580747,50,0.1
R3_many,B,cur,pre,0.059510290914423135,0.0051017278994024045,50,0.1
R3_many,B,hist,all,0.06255517657952296,0.0022805437715846745,50,0.1
R3_many,B,hist,post,0.0816948860730618,0.030452120799823453,50,0.1
