cell,scenario,method,alpha,segment,mean,std,count
theta30_snr0,A,in,30.0,post,0.22475311897775793,0.07016020555790978,50
theta30_snr0,A,in,30.0,pre,0.23285318295653948,0.06975740693082168,50
theta30_snr0,A,in,100.0,all,0.230314147851637,0.062391614361019934,50
theta30_snr0,A,in,100.0,post,0.23338957651572023,0.07410279769686225,50
theta30_snr0,A,in,100.0,pre,0.2420235490441327,0.07310038822234927,50
theta30_snr0,A,legs,0.0,all,0.20428529011588809,0.006827969094744863,50
theta30_snr0,A,legs,0.0,post,0.20625447339120864,0.03241695124059668,50
theta30_snr0,A,legs,0.0,pre,0.2153922462134681,0.03419603346756098,50
theta30_snr0,A,legs,0.01,all,0.20428529011588809,0.006827969094744863,50
theta30_snr0,A,legs,0.01,post,0.20625447339120864,0.03241695124059668,50
theta30_snr0,A,legs,0.01,pre,0.2153922462134681,0.03419603346756098,50
theta30_snr0,A,legs,0.03,all,0.20428529011588809,0.006827969094744863,50
theta30_snr0,A,legs,0.03,post,0.20625447339120864,0.03241695124059668,50
theta30_snr0,A,legs,0.03,pre,0.2153922462134681,0.03419603346756098,50
theta30_snr0,A,legs,0.1,all,0.20428529011588809,0.006827969094744863,50
theta30_snr0,A,legs,0.1,post,0.20625447339120864,0.03241695124059668,50
theta30_snr0,A,legs,0.1,pre,0.2153922462134681,0.03419603346756098,50
theta30_snr0,A,legs,0.3,all,0.20428529011588809,0.006827969094744863,50
theta30_snr0,A,legs,0.3,post,0.20625447339120864,0.03241695124059668,50
theta30_snr0,A,legs,0.3,pre,0.2153922462134681,0.03419603346756098,50
theta30_snr0,A,legs,1.0,all,0.20428529011588809,0.006827969094744863,50
theta30_snr0,A,legs,1.0,post,0.20625447339120864,0.03241695124059668,50
theta30_snr0,A,legs,1.0,pre,0.2153922462134681,0.03419603346756098,50
theta30_snr0,A,legs,3.0,all,0.20428529011588809,0.006827969094744863,50
theta30_snr0,A,legs,3.0,post,0.20625447339120864,0.03241695124059668,50
theta30_snr0,A,legs,3.0,pre,0.2153922462134681,0.03419603346756098,50
theta30_snr0,A,legs,10.0,all,0.20428529011588809,0.006827969094744863,50
theta30_snr0,A,legs,10.0,post,0.20625447339120864,0.03241695124059668,50
theta30_snr0,A,legs,10.0,pre,0.2153922462134681,0.03419603346756098,50
theta30_snr0,A,legs,30.0,all,0.20428529011588809,0.006827969094744863,50
theta30_snr0,A,legs,30.0,post,0.20625447339120864,0.03241695124059668,50
theta30_snr0,A,legs,30.0,pre,0.2153922462134681,0.03419603346756098,50
theta30_snr0,A,legs,100.0,all,0.20428529011588809,0.006827969094744863,50
theta30_snr0,A,legs,100.0,post,0.20625447339120864,0.03241695124059668,50
theta30_snr0,A,legs,100.0,pre,0.2153922462134681,0.03419603346756098,50
theta30_snr0,A,point,0.0,all,0.9997437087385699,0.005157385742284425,50
theta30_snr0,A,point,0.0,post,1.0079501630506373,0.14321774901510273,50
theta30_snr0,A,point,0.0,pre,1.0554709570784022,0.1702095942129548,50
theta30_snr0,A,point,0.01,all,0.993153341738347,0.0053217930706658595,50
theta30_snr0,A,point,0.01,post,1.0012996633618463,0.1422075678219645,50
theta30_snr0,A,point,0.01,pre,1.0485151347061037,0.1691114841368642,50
theta30_snr0,A,point,0.03,all,0.9803370312149812,0.005839162471794113,50
theta30_snr0,A,point,0.03,post,0.9883666439150167,0.1402556214893936,50
theta30_snr0,A,point,0.03,pre,1.0349880125147535,0.16698278462191468,50
theta30_snr0,A,point,0.1,all,0.9389636886939999,0.008444686531871727,50
theta30_snr0,A,point,0.1,post,0.9466188942599715,0.13406178936366256,50
theta30_snr0,A,point,0.1,pre,0.9913188745320001,0.1601654583379457,50
theta30_snr0,A,point,0.3,all,0.8441004801599901,0.014876343512768498,50
theta30_snr0,A,point,0.3,post,0.8509150041238585,0.1203953441615229,50
theta30_snr0,A,point,0.3,pre,0.8911819737854917,0.1447483238575341,50
theta30_snr0,A,point,1.0,all,0.6559798448756924,0.02215451207965947,50
theta30_snr0,A,point,1.0,post,0.6612524886156609,0.09479901379183574,50
theta30_snr0,A,point,1.0,pre,0.6925227879376127,0.11408921968475123,50
theta30_snr0,A,point,3.0,all,0.47686485074157725,0.024432837525951434,50
theta30_snr0,A,point,3.0,post,0.48097996368870516,0.07291527374946996,50
theta30_snr0,A,point,3.0,pre,0.5031339394617735,0.08364638277577523,50
theta30_snr0,A,point,10.0,all,0.36763157569318694,0.03591633164224982,50
theta30_snr0,A,point,10.0,post,0.37122650284887393,0.06733709864658012,50
theta30_snr0,A,point,10.0,pre,0.3874537755339595,0.06912865853483569,50
theta30_snr0,A,point,30.0,all,0.33236573612978376,0.04466266279783537,50
theta30_snr0,A,point,30.0,post,0.33549661293379596,0.0685616857871617,50
theta30_snr0,A,point,30.0,pre,0.3503767988117059,0.06995594291292394,50
theta30_snr0,A,point,100.0,all,0.32334919799838113,0.048835815925807,50
theta30_snr0,A,point,100.0,post,0.3260151682501279,0.06910898936391838,50
theta30_snr0,A,point,100.0,pre,0.34122302690686224,0.07300019148198596,50
theta30_snr0,B,cur,0.0,all,0.20022973118108361,0.0061589864873908716,50
theta30_snr0,B,cur,0.0,post,0.20240086995625586,0.031258453068471775,50
theta30_snr0,B,cur,0.0,pre,0.2107179355233547,0.032893871430705615,50
theta30_snr0,B,cur,0.01,all,0.1989221531680826,0.006112227175072549,50
theta30_snr0,B,cur,0.01,post,0.2010962345491302,0.03103226786232451,50
theta30_snr0,B,cur,0.01,pre,0.20932521981930338,0.0327006872918533,50
theta30_snr0,B,cur,0.03,all,0.19642298626765334,0.00603298213517242,50
theta30_snr0,B,cur,0.03,post,0.19860331725547464,0.030602921789055566,50
theta30_snr0,B,cur,0.03,pre,0.2066627451021678,0.03233309572127606,50
theta30_snr0,B,cur,0.1,all,0.18877681483321535,0.005892510933190593,50
theta30_snr0,B,cur,0.1,post,0.19098254554697636,0.029319369542424457,50
theta30_snr0,B,cur,0.1,pre,0.19851119866562847,0.031224062109465735,50
theta30_snr0,B,cur,0.3,all,0.17409601234092076,0.006762115930479793,50
theta30_snr0,B,cur,0.3,post,0.17639476274827817,0.027201548768239867,50
theta30_snr0,B,cur,0.3,pre,0.18282164108378826,0.02930047761088415,50
theta30_snr0,B,cur,1.0,all,0.16068696056203738,0.01775395752988753,50
theta30_snr0,B,cur,1.0,post,0.16331533033901885,0.03066198817212044,50
theta30_snr0,B,cur,1.0,pre,0.16829378199990377,0.0318271155821561,50
theta30_snr0,B,cur,3.0,all,0.1741567515248894,0.037176427229106225,50
theta30_snr0,B,cur,3.0,post,0.17722956268101442,0.04717283982366758,50
theta30_snr0,B,cur,3.0,pre,0.1822311611076265,0.04696277089520157,50
theta30_snr0,B,cur,10.0,all,0.2010368542758,0.052768004829594706,50
theta30_snr0,B,cur,10.0,post,0.20439079204670726,0.0631119181903475,50
theta30_snr0,B,cur,10.0,pre,0.21049263633893778,0.06214639214686275,50
theta30_snr0,B,cur,30.0,all,0.21724986057085388,0.05990734389494149,50
theta30_snr0,B,cur,30.0,post,0.22062487581292733,0.07081819907251868,50
theta30_snr0,B,cur,30.0,pre,0.22767397494330596,0.06938858611980889,50
theta30_snr0,B,cur,100.0,all,0.2260670981620978,0.0632833473574144,50
theta30_snr0,B,cur,100.0,post,0.22938607976055878,0.07475919823504473,50
theta30_snr0,B,cur,100.0,pre,0.23710234497190377,0.07273940436539227,50
theta30_snr0,B,hist,0.0,all,0.20022973118108361,0.006158986487390844,50
theta30_snr0,B,hist,0.0,post,0.20240086995625592,0.03125845306847176,50
theta30_snr0,B,hist,0.0,pre,0.2107179355233547,0.03289387143070563,50
theta30_snr0,B,hist,0.01,all,0.19892665213647567,0.0061103906812379595,50
theta30_snr0,B,hist,0.01,post,0.20109432886332226,0.03103017943284146,50
theta30_snr0,B,hist,0.01,pre,0.20933437038514074,0.03268206265019495,50
theta30_snr0,B,hist,0.03,all,0.19648086821489044,0.006030889008545295,50
theta30_snr0,B,hist,0.03,post,0.1985988712278603,0.03059702730452723,50
theta30_snr0,B,hist,0.03,pre,0.20677906503776775,0.03226617519370136,50
theta30_snr0,B,hist,0.1,all,0.1894367299891563,0.0059026934673113715,50
theta30_snr0,B,hist,0.1,post,0.19098130637575267,0.029303611391225285,50
theta30_snr0,B,hist,0.1,pre,0.19983207848148576,0.030877973468830002,50
theta30_snr0,B,hist,0.3,all,0.17895302903568092,0.0068116296889130235,50
theta30_snr0,B,hist,0.3,post,0.1764802678321525,0.027177744938397256,50
theta30_snr0,B,hist,0.3,pre,0.19242581143505672,0.027541144376927975,50
theta30_snr0,B,hist,1.0,all,0.18639679644936372,0.01775781455657646,50
theta30_snr0,B,hist,1.0,post,0.16402191356974363,0.030628389991041765,50
theta30_snr0,B,hist,1.0,pre,0.21666785000774444,0.025397003920446116,50
theta30_snr0,B,hist,3.0,all,0.23129346594566846,0.034550575841266216,50
theta30_snr0,B,hist,3.0,post,0.179342364612521,0.04688331924350883,50
theta30_snr0,B,hist,3.0,pre,0.28488933250080467,0.03333650420969223,50
theta30_snr0,B,hist,10.0,all,0.2832889426471882,0.046996566710553606,50
theta30_snr0,B,hist,10.0,post,0.20969886568231957,0.061880213979761726,50
theta30_snr0,B,hist,10.0,pre,0.35432656778385196,0.041445796287051834,50
theta30_snr0,B,hist,30.0,all,0.3175263006576597,0.05106652727931966,50
theta30_snr0,B,hist,30.0,post,0.23722307674543047,0.06698339084696645,50
theta30_snr0,B,hist,30.0,pre,0.39529609515692976,0.044333530089878156,50
theta30_snr0,B,hist,100.0,all,0.35788589104603546,0.05171764100190856,50
theta30_snr0,B,hist,100.0,post,0.2810441971906388,0.07032025612319541,50
theta30_snr0,B,hist,100.0,pre,0.43577494919450244,0.046059458466639745,50
theta30_snr0,B,in,0.0,all,0.2002297311808957,0.00615898648737512,50
theta30_snr0,B,in,0.0,post,0.20240086995623843,0.03125845306846783,50
theta30_snr0,B,in,0.0,pre,0.21071793552297932,0.032893871430650944,50
theta30_snr0,B,in,0.01,all,0.19892658525533188,0.006110315616921435,50
theta30_snr0,B,in,0.01,post,0.2010940909210902,0.03103023107871716,50
theta30_snr0,B,in,0.01,pre,0.2093344681627541,0.03268197829923447,50
theta30_snr0,B,in,0.03,all,0.19648071470402304,0.006030660206723051,50
theta30_snr0,B,in,0.03,post,0.19859823995492104,0.03059716762016818,50
theta30_snr0,B,in,0.03,pre,0.20677937346628078,0.03226598703009532,50
theta30_snr0,B,in,0.1,all,0.18943659219725034,0.005901659783711641,50
theta30_snr0,B,in,0.1,post,0.19098000960567668,0.0293038542735489,50
theta30_snr0,B,in,0.1,pre,0.19983307175129794,0.030877952364187812,50
theta30_snr0,B,in,0.3,all,0.17895283272898607,0.006804556176223186,50
theta30_snr0,B,in,0.3,post,0.17648031664771716,0.02717604764766151,50
theta30_snr0,B,in,0.3,pre,0.19242548856674666,0.027543142902311805,50
theta30_snr0,B,in,1.0,all,0.1863686337894759,0.01774094944668342,50
theta30_snr0,B,in,1.0,post,0.1640162686222884,0.030616478421919318,50
theta30_snr0,B,in,1.0,pre,0.21662281675403183,0.025392096017020357,50
theta30_snr0,B,in,3.0,all,0.23104872223191347,0.03457928727977397,50
theta30_snr0,B,in,3.0,post,0.17910840696294944,0.046951897451147175,50
theta30_snr0,B,in,3.0,pre,0.284624875098906,0.03333853954743622,50
theta30_snr0,B,in,10.0,all,0.2815014310823664,0.04743005404930988,50
theta30_snr0,B,in,10.0,post,0.2072715692470323,0.06271558721690815,50
theta30_snr0,B,in,10.0,pre,0.35277421703050293,0.041650603672740025,50
theta30_snr0,B,in,30.0,all,0.3080404665279151,0.053309887191637685,50
theta30_snr0,B,in,30.0,post,0.22394618009033634,0.07034436565714841,50
theta30_snr0,B,in,30.0,pre,0.38734660251258424,0.045537243616366664,50
theta30_snr0,B,in,100.0,all,0.32158660230488756,0.05620229976207432,50
theta30_snr0,B,in,100.0,post,0.2329016944205086,0.0742452714550524,50
theta30_snr0,B,in,100.0,pre,0.4046970088145332,0.047396880413244837,50
theta30_snr0,B,legs,0.0,all,0.20022973118108361,0.006158986487390862,50
theta30_snr0,B,legs,0.0,post,0.20240086995625586,0.031258453068471796,50
theta30_snr0,B,legs,0.0,pre,0.21071793552335463,0.032893871430705615,50
theta30_snr0,B,legs,0.01,all,0.20022973118108361,0.006158986487390862,50
theta30_snr0,B,legs,0.01,post,0.20240086995625586,0.031258453068471796,50
theta30_snr0,B,legs,0.01,pre,0.21071793552335463,0.032893871430705615,50
theta30_snr0,B,legs,0.03,all,0.20022973118108361,0.006158986487390862,50
theta30_snr0,B,legs,0.03,post,0.20240086995625586,0.031258453068471796,50
theta30_snr0,B,legs,0.03,pre,0.21071793552335463,0.032893871430705615,50
theta30_snr0,B,legs,0.1,all,0.20022973118108361,0.006158986487390862,50
theta30_snr0,B,legs,0.1,post,0.20240086995625586,0.031258453068471796,50
theta30_snr0,B,legs,0.1,pre,0.21071793552335463,0.032893871430705615,50
theta30_snr0,B,legs,0.3,all,0.20022973118108361,0.006158986487390862,50
theta30_snr0,B,legs,0.3,post,0.20240086995625586,0.031258453068471796,50
theta30_snr0,B,legs,0.3,pre,0.21071793552335463,0.032893871430705615,50
theta30_snr0,B,legs,1.0,all,0.20022973118108361,0.006158986487390862,50
theta30_snr0,B,legs,1.0,post,0.20240086995625586,0.031258453068471796,50
theta30_snr0,B,legs,1.0,pre,0.21071793552335463,0.032893871430705615,50
theta30_snr0,B,legs,3.0,all,0.20022973118108361,0.006158986487390862,50
theta30_snr0,B,legs,3.0,post,0.20240086995625586,0.031258453068471796,50
theta30_snr0,B,legs,3.0,pre,0.21071793552335463,0.032893871430705615,50
theta30_snr0,B,legs,10.0,all,0.20022973118108361,0.006158986487390862,50
theta30_snr0,B,legs,10.0,post,0.20240086995625586,0.031258453068471796,50
theta30_snr0,B,legs,10.0,pre,0.21071793552335463,0.032893871430705615,50
theta30_snr0,B,legs,30.0,all,0.20022973118108361,0.006158986487390862,50
theta30_snr0,B,legs,30.0,post,0.20240086995625586,0.031258453068471796,50
theta30_snr0,B,legs,30.0,pre,0.21071793552335463,0.032893871430705615,50
theta30_snr0,B,legs,100.0,all,0.20022973118108361,0.006158986487390862,50
theta30_snr0,B,legs,100.0,post,0.20240086995625586,0.031258453068471796,50
theta30_snr0,B,legs,100.0,pre,0.21071793552335463,0.032893871430705615,50
theta30_snr0,B,point,0.0,all,0.9995871333014005,0.005888117099699835,50
theta30_snr0,B,point,0.0,post,1.0079501630506373,0.14321774901510273,50
theta30_snr0,B,point,0.0,pre,1.0549543849799488,0.16844457657101958,50
theta30_snr0,B,point,0.01,all,0.9929983604778673,0.00598850562661806,50
theta30_snr0,B,point,0.01,post,1.0012996633618463,0.1422075678219645,50
theta30_snr0,B,point,0.01,pre,1.048002830233722,0.1673534119295365,50
theta30_snr0,B,point,0.03,all,0.9801943508690393,0.006372996541530312,50
theta30_snr0,B,point,0.03,post,0.9883666439150167,0.1402556214893936,50
theta30_snr0,B,point,0.03,pre,1.0345026358237621,0.16523589696878138,50
theta30_snr0,B,point,0.1,all,0.938949917293312,0.008626098866809494,50
theta30_snr0,B,point,0.1,post,0.9466188942599715,0.13406178936366256,50
theta30_snr0,B,point,0.1,pre,0.9911009383672703,0.15843038192955772,50
theta30_snr0,B,point,0.3,all,0.8450038208405144,0.014601138741688625,50
theta30_snr0,B,point,0.3,post,0.8509150041238585,0.1203953441615229,50
theta30_snr0,B,point,0.3,pre,0.8928328304062464,0.14284746296931758,50
theta30_snr0,B,point,1.0,all,0.6628125071137404,0.020929378152392427,50
theta30_snr0,B,point,1.0,post,0.6612524886156609,0.09479901379183574,50
theta30_snr0,B,point,1.0,pre,0.7061089794394987,0.1104769555288614,50
theta30_snr0,B,point,3.0,all,0.5007587979696345,0.02340111385237453,50
theta30_snr0,B,point,3.0,post,0.48097996368870516,0.07291527374946996,50
theta30_snr0,B,point,3.0,pre,0.5501475636951135,0.07540605682963482,50
theta30_snr0,B,point,10.0,all,0.4174948105932288,0.036141194693147916,50
theta30_snr0,B,point,10.0,post,0.37122650284887393,0.06733709864658012,50
theta30_snr0,B,point,10.0,pre,0.48261927683489764,0.05504134808542243,50
theta30_snr0,B,point,30.0,all,0.3983028058459331,0.043437825664729764,50
theta30_snr0,B,point,30.0,post,0.33549661293379596,0.0685616857871617,50
theta30_snr0,B,point,30.0,pre,0.4736905803410539,0.0513190328076932,50
theta30_snr0,B,point,100.0,all,0.3969254950020313,0.04602591471033188,50
theta30_snr0,B,point,100.0,post,0.3260151682501279,0.06910898936391838,50
theta30_snr0,B,point,100.0,pre,0.47747664341248014,0.051527688318035926,50
theta45,A,cur,0.0,all,0.08650675294646054,0.012560732890512108,50
theta45,A,cur,0.0,post,0.08756311531498318,0.02037037790541683,50
theta45,A,cur,0.0,pre,0.09140834923561353,0.022929514039308867,50
theta45,A,cur,0.01,all,0.08626054499654662,0.012563120585958938,50
theta45,A,cur,0.01,post,0.08703552321639663,0.0202131992544543,50
theta45,A,cur,0.01,pre,0.09142868883674474,0.022957002042919165,50
theta45,A,cur,0.03,all,0.08611166870698746,0.012523949022754844,50
theta45,A,cur,0.03,post,0.08612129656691109,0.01989870102308869,50
theta45,A,cur,0.03,pre,0.09202228146404623,0.02291222328589078,50
theta45,A,cur,0.1,all,0.08858907692202321,0.012104297204186706,50
theta45,A,cur,0.1,post,0.08422138089448353,0.01885368704325796,50
theta45,A,cur,0.1,pre,0.09865825416745595,0.022066875143679953,50
theta45,A,cur,0.3,all,0.10866564631265539,0.012669633754384704,50
theta45,A,cur,0.3,post,0.08605133573022647,0.017907844172175207,50
theta45,A,cur,0.3,pre,0.13359537003881267,0.019921136197916123,50
theta45,A,cur,1.0,all,0.18100833490476537,0.025320567665730338,50
theta45,A,cur,1.0,post,0.11152981990135713,0.029311461143080676,50
theta45,A,cur,1.0,pre,0.23879765615706364,0.02400309429154185,50
theta45,A,cur,3.0,all,0.272742256778003,0.04065063207293995,50
theta45,A,cur,3.0,post,0.15628466337565475,0.048400028463756774,50
theta45,A,cur,3.0,pre,0.36408893637348955,0.029795966963736365,50
theta45,A,cur,10.0,all,0.347492217112543,0.05212578131609337,50
theta45,A,cur,10.0,post,0.19651410710417166,0.06385661600068596,50
theta45,A,cur,10.0,pre,0.4643997170755226,0.0322436371396115,50
theta45,A,cur,30.0,all,0.3829920106069635,0.05721528237431443,50
theta45,A,cur,30.0,post,0.2162954675447338,0.07134293529205389,50
theta45,A,cur,30.0,pre,0.511692124412013,0.032454962118020625,50
theta45,A,cur,100.0,all,0.4001117156768771,0.059553451212016315,50
theta45,A,cur,100.0,post,0.22614543006485077,0.07516540701947748,50
theta45,A,cur,100.0,pre,0.534342311141075,0.032099356562760424,50
theta45,A,hist,0.0,all,0.08650675294646057,0.012560732890512119,50
theta45,A,hist,0.0,post,0.08756311531498319,0.020370377905416806,50
theta45,A,hist,0.0,pre,0.09140834923561356,0.02292951403930889,50
theta45,A,hist,0.01,all,0.08621816188016443,0.012573036463114844,50
theta45,A,hist,0.01,post,0.08728141429448524,0.02034144539180342,50
theta45,A,hist,0.01,pre,0.09109089759936533,0.02292335248362313,50
theta45,A,hist,0.03,all,0.08576905975649424,0.012567816896089289,50
theta45,A,hist,0.03,post,0.08684696091200655,0.02027602339024007,50
theta45,A,hist,0.03,pre,0.0905918919727092,0.022901297521378972,50
theta45,A,hist,0.1,all,0.08535254906719784,0.012326672695920991,50
theta45,A,hist,0.1,post,0.08648764940474898,0.020014323065537565,50
theta45,A,hist,0.1,pre,0.09007450287920891,0.022754392481784024,50
theta45,A,hist,0.3,all,0.09019847078154902,0.012096042421567253,50
theta45,A,hist,0.3,post,0.09149304788181124,0.020292930157842042,50
theta45,A,hist,0.3,pre,0.09505844589590011,0.02286122864703556,50
theta45,A,hist,1.0,all,0.11883446833087294,0.02197898662423089,50
theta45,A,hist,1.0,post,0.12054782617925776,0.03030942758407952,50
theta45,A,hist,1.0,pre,0.12509686491571315,0.031335610023971394,50
theta45,A,hist,3.0,all,0.1644294083236209,0.03828209010525517,50
theta45,A,hist,3.0,post,0.16676802840696758,0.04760938622902084,50
theta45,A,hist,3.0,pre,0.172858596759301,0.04778106233080875,50
theta45,A,hist,10.0,all,0.21092999278366015,0.05036229202364223,50
theta45,A,hist,10.0,post,0.21365657070300295,0.06090542714702668,50
theta45,A,hist,10.0,pre,0.221436606427375,0.06086148931824702,50
theta45,A,hist,30.0,all,0.25468536200269604,0.05513600762278868,50
theta45,A,hist,30.0,post,0.2566885266013012,0.06674045056341125,50
theta45,A,hist,30.0,pre,0.267152406624912,0.06667966306714807,50
theta45,A,hist,100.0,all,0.3101741023046581,0.06304432059315175,50
theta45,A,hist,100.0,post,0.3101020681062254,0.075974685625323,50
theta45,A,hist,100.0,pre,0.32525098151832516,0.07645650263305973,50
theta45,A,in,0.0,all,0.08650675294641896,0.012560732890516908,50
theta45,A,in,0.0,post,0.08756311531497474,0.020370377905413743,50
theta45,A,in,0.0,pre,0.09140834923553591,0.022929514039323407,50
theta45,A,in,0.01,all,0.08621853987678058,0.012573188213286186,50
theta45,A,in,0.01,post,0.08728149906264251,0.020342467314481395,50
theta45,A,in,0.01,pre,0.09109178130748916,0.022924118295495146,50
theta45,A,in,0.03,all,0.08576995581729213,0.01256818428503044,50
theta45,A,in,0.03,post,0.08684696281270395,0.02027912307593593,50
theta45,A,in,0.03,pre,0.09059429859639416,0.022903639686805508,50
theta45,A,in,0.1,all,0.08535267054302294,0.012326811605979813,50
theta45,A,in,0.1,post,0.08648479166225725,0.02002455829969298,50
theta45,A,in,0.1,pre,0.09007941153096123,0.02276296196927576,50
theta45,A,in,0.3,all,0.09017550314033419,0.012088501000536819,50
theta45,A,in,0.3,post,0.09146292037300303,0.020318346687905255,50
theta45,A,in,0.3,pre,0.09504625626981436,0.022893668233742382,50
theta45,A,in,1.0,all,0.11858385652927965,0.02198113817939023,50
theta45,A,in,1.0,post,0.12028670648977924,0.030395760634980125,50
theta45,A,in,1.0,pre,0.12486080701639195,0.03145026318777262,50
theta45,A,in,3.0,all,0.16293964093153285,0.03854929120666657,50
theta45,A,in,3.0,post,0.16527827173714715,0.04808425535534297,50
theta45,A,in,3.0,pre,0.17136556393481178,0.04818743842231508,50
theta45,A,in,10.0,all,0.20187833488465481,0.052168416779183484,50
theta45,A,in,10.0,post,0.20478271727735428,0.06314999208338587,50
theta45,A,in,10.0,pre,0.2121488871868477,0.06266383300570023,50
theta45,A,in,30.0,all,0.22099478107842832,0.05876045377768633,50
theta45,A,in,30.0,post,0.22413028885141334,0.07055006849713966,50
theta45,A,in,30.0,pre,0.23220289253078089,0.06955980023788637,50
theta45,A,in,100.0,all,0.23054506925625728,0.06197741134962195,50
theta45,A,in,100.0,post,0.2337596577800417,0.07434358075100535,50
theta45,A,in,100.0,pre,0.24224484742075109,0.0727182282835365,50
theta45,A,legs,0.0,all,0.08650675294646054,0.012560732890512105,50
theta45,A,legs,0.0,post,0.08756311531498319,0.020370377905416837,50
theta45,A,legs,0.0,pre,0.09140834923561353,0.022929514039308867,50
theta45,A,legs,0.01,all,0.08650675294646054,0.012560732890512105,50
theta45,A,legs,0.01,post,0.08756311531498319,0.020370377905416837,50
theta45,A,legs,0.01,pre,0.09140834923561353,0.022929514039308867,50
theta45,A,legs,0.03,all,0.08650675294646054,0.012560732890512105,50
theta45,A,legs,0.03,post,0.08756311531498319,0.020370377905416837,50
theta45,A,legs,0.03,pre,0.09140834923561353,0.022929514039308867,50
theta45,A,legs,0.1,all,0.08650675294646054,0.012560732890512105,50
theta45,A,legs,0.1,post,0.08756311531498319,0.020370377905416837,50
theta45,A,legs,0.1,pre,0.09140834923561353,0.022929514039308867,50
theta45,A,legs,0.3,all,0.08650675294646054,0.012560732890512105,50
theta45,A,legs,0.3,post,0.08756311531498319,0.020370377905416837,50
theta45,A,legs,0.3,pre,0.09140834923561353,0.022929514039308867,50
theta45,A,legs,1.0,all,0.08650675294646054,0.012560732890512105,50
theta45,A,legs,1.0,post,0.08756311531498319,0.020370377905416837,50
theta45,A,legs,1.0,pre,0.09140834923561353,0.022929514039308867,50
theta45,A,legs,3.0,all,0.08650675294646054,0.012560732890512105,50
theta45,A,legs,3.0,post,0.08756311531498319,0.020370377905416837,50
theta45,A,legs,3.0,pre,0.09140834923561353,0.022929514039308867,50
theta45,A,legs,10.0,all,0.08650675294646054,0.012560732890512105,50
theta45,A,legs,10.0,post,0.08756311531498319,0.020370377905416837,50
theta45,A,legs,10.0,pre,0.09140834923561353,0.022929514039308867,50
theta45,A,legs,30.0,all,0.08650675294646054,0.012560732890512105,50
theta45,A,legs,30.0,post,0.08756311531498319,0.020370377905416837,50
theta45,A,legs,30.0,pre,0.09140834923561353,0.022929514039308867,50
theta45,A,legs,100.0,all,0.08650675294646054,0.012560732890512105,50
theta45,A,legs,100.0,post,0.08756311531498319,0.020370377905416837,50
theta45,A,legs,100.0,pre,0.09140834923561353,0.022929514039308867,50
theta45,A,point,0.0,all,0.3163081368633068,0.0016254169910733484,50
theta45,A,point,0.0,post,0.31898570576049795,0.04525824369965449,50
theta45,A,point,0.0,pre,0.3338272306822593,0.05379178054202925,50
theta45,A,point,0.01,all,0.31422911438638823,0.0016798923715501794,50
theta45,A,point,0.01,post,0.3168893168107511,0.04493907235902316,50
theta45,A,point,0.01,pre,0.3316312657384074,0.05344562807721211,50
theta45,A,point,0.03,all,0.3102123901481906,0.001849726601746012,50
theta45,A,point,0.03,post,0.3128392435818109,0.044326635113034946,50
theta45,A,point,0.03,pre,0.3273884094435867,0.05277856497862087,50
theta45,A,point,0.1,all,0.2975005423371022,0.0027033257039960957,50
theta45,A,point,0.1,post,0.30002413361154984,0.04242541347060856,50
theta45,A,point,0.1,pre,0.313958750095773,0.05068089000062874,50
theta45,A,point,0.3,all,0.27010560728410105,0.005149842019184558,50
theta45,A,point,0.3,post,0.27242659060044067,0.0385696200086947,50
theta45,A,point,0.3,pre,0.28499844896682364,0.04623804602560507,50
theta45,A,point,1.0,all,0.22643652077769608,0.014116254104638367,50
theta45,A,point,1.0,post,0.22858240591247178,0.03530995565166048,50
theta45,A,point,1.0,pre,0.23870394197683203,0.04072800812978743,50
theta45,A,point,3.0,all,0.20749241435373356,0.032693132605044854,50
theta45,A,point,3.0,post,0.20989684859096822,0.04582082444526353,50
theta45,A,point,3.0,pre,0.21832430745088702,0.047415960957650605,50
theta45,A,point,10.0,all,0.216231566171319,0.05007242520759278,50
theta45,A,point,10.0,post,0.21904940466322823,0.06174004040039933,50
theta45,A,point,10.0,pre,0.22720645151815905,0.061326855093141154,50
theta45,A,point,30.0,all,0.22704044823498126,0.05810696064523959,50
theta45,A,point,30.0,post,0.22999476438492933,0.06978228805718424,50
theta45,A,point,30.0,pre,0.23853971031631815,0.06890868567830373,50
theta45,A,point,100.0,all,0.23413364878118795,0.061824318515329664,50
theta45,A,point,100.0,post,0.23708404294686325,0.07370773861495829,50
theta45,A,point,100.0,pre,0.24605520083140817,0.07250624641182511,50
theta45,B,cur,0.0,all,0.06359587018124929,0.0020111304189723333,50
theta45,B,cur,0.0,post,0.06429938912443002,0.009934777581870214,50
theta45,B,cur,0.0,pre,0.06689004209682398,0.010357653502664136,50
theta45,B,cur,0.01,all,0.0632065176492405,0.0019884031249811254,50
theta45,B,cur,0.01,post,0.06392031008970345,0.009865339715921398,50
theta45,B,cur,0.01,pre,0.06646584206262204,0.010301548491907822,50
theta45,B,cur,0.03,all,0.06259247089261134,0.00196336841664038,50
theta45,B,cur,0.03,post,0.06332851333372069,0.009756647994578132,50
theta45,B,cur,0.03,pre,0.065790877598306,0.01021657521645738,50
theta45,B,cur,0.1,all,0.06194756597176873,0.002412699033529278,50
